TimeT,AccT,VelT,PosT
18531,11.637339047619,-0.785169999999999,0.157034
18536,7.71148904761905,0,0
18540,7.71148904761905,0,0
18545,7.71148904761905,0,0
18549,7.71148904761905,0,-0.441658
18554,7.71148904761905,-2.20829,0.5520725
18558,-1.12167095238095,0,0
18563,-1.12167095238095,0,0
18567,-1.12167095238095,0,-0.0981465
18572,-1.12167095238095,-0.4907325,0.122683125
18576,-3.08460095238095,0,0
18581,-3.08460095238095,0,0
18585,-3.08460095238095,0,0
18590,-3.08460095238095,0,-0.049073
18594,-3.08460095238095,-0.196292,0.0392584
18599,-4.06606095238095,0,0
18603,-4.06606095238095,0,0
18608,-4.06606095238095,0,-0.2944385
18612,-4.06606095238095,-1.177754,0.2355508
18617,-9.95483095238095,0,0
18621,-9.95483095238095,0,0
18626,-9.95483095238095,0,0
18630,-9.95483095238095,0,0
18635,-9.95483095238095,0,0
18639,-9.95483095238095,0,0
18644,-9.95483095238095,0,0
18648,-9.95483095238095,0,0.490731
18653,-9.95483095238095,2.453655,-0.61341375
18657,-0.140210952380951,0,0
18662,-0.140210952380951,0,0
18666,-0.140210952380951,0,0
18670,-0.140210952380951,0,-0.2453655
18675,-0.140210952380951,-1.2268275,0.306706875
18679,-5.04752095238095,0,0
18684,-5.04752095238095,0,0
18688,-5.04752095238095,0,0
18693,-5.04752095238095,0,0
18697,-5.04752095238095,0,0
18702,-5.04752095238095,0,0
18706,-5.04752095238095,0,0
18711,-5.04752095238095,0,-0.1472195
18715,-5.04752095238095,-0.588878,0.1177756
18720,-7.99191095238095,0,0
18724,-7.99191095238095,0,0
18729,-7.99191095238095,0,0.2453655
18733,-7.99191095238095,0.981462,-0.1962924
18738,-3.08460095238095,0,0
18742,-3.08460095238095,0,0
18747,-3.08460095238095,0,0
18751,-3.08460095238095,0,-0.098146
18756,-3.08460095238095,-0.49073,0.1226825
18760,-5.04752095238095,0,0
18765,-5.04752095238095,0,0
18769,-5.04752095238095,0,0.1962925
18774,-5.04752095238095,0.9814625,-0.245365625
18778,-1.12167095238095,0,0
18783,-1.12167095238095,0,0
18787,-1.12167095238095,0,0
18792,-1.12167095238095,0,0.2453655
18796,-1.12167095238095,0.981462,-0.1962924
18801,3.78563904761905,0,0
18805,3.78563904761905,0,0
18809,3.78563904761905,0,0.0490729999999999
18814,3.78563904761905,0.245365,-0.0613412499999999
18818,4.76709904761905,0,0
18823,4.76709904761905,0,0
18827,4.76709904761905,0,0
18832,4.76709904761905,0,-0.2453655
18836,4.76709904761905,-0.981462,0.1962924
18841,-0.140210952380951,0,0
18845,-0.140210952380951,0,0
18850,-0.140210952380951,0,-0.098146
18854,-0.140210952380951,-0.392584,0.0785168
18859,-2.10313095238095,0,0
18863,-2.10313095238095,0,0
18868,-2.10313095238095,0,0
18872,-2.10313095238095,0,0.1962925
18877,-2.10313095238095,0.9814625,-0.245365625
18881,1.82271904761905,0,0
18886,1.82271904761905,0,0
18890,1.82271904761905,0,-0.0490735000000001
18895,1.82271904761905,-0.2453675,0.0613418750000001
18899,0.841249047619048,0,0
18904,0.841249047619048,0,0
18908,0.841249047619048,0,0
18913,0.841249047619048,0,-0.1962925
