TimeT,AccT
3.568,1147.46983666667
3.573,1039.50887666667
3.577,1039.50887666667
3.582,1039.50887666667
3.586,1039.50887666667
3.591,753.903356666667
3.595,753.903356666667
3.6,753.903356666667
3.604,753.903356666667
3.609,753.903356666667
3.613,315.189656666667
3.617,315.189656666667
3.622,315.189656666667
3.626,315.189656666667
3.631,-288.409733333333
3.635,-288.409733333333
3.64,-288.409733333333
3.644,-288.409733333333
3.649,-288.409733333333
3.653,-726.142023333333
3.658,-726.142023333333
3.662,-726.142023333333
3.667,-726.142023333333
3.671,-1014.69195333333
3.676,-1014.69195333333
3.68,-1014.69195333333
3.685,-1014.69195333333
3.689,-1281.64976333333
3.694,-1278.70529333333
3.698,-1278.70529333333
3.703,-1278.70529333333
3.707,-1278.70529333333
3.712,-1058.85772333333
3.716,-1058.85772333333
3.721,-1058.85772333333
3.725,-1058.85772333333
3.73,-709.457133333333
3.734,-709.457133333333
3.739,-709.457133333333
3.743,-709.457133333333
3.748,-709.457133333333
3.752,-229.522003333333
3.757,-229.522003333333
3.761,-229.522003333333
3.766,-229.522003333333
3.77,162.081516666667
3.775,162.081516666667
3.779,162.081516666667
3.784,162.081516666667
3.788,162.081516666667
3.793,431.002206666667
3.797,431.002206666667
3.801,431.002206666667
3.806,431.002206666667
3.81,742.125826666667
3.815,742.125826666667
3.819,742.125826666667
3.824,742.125826666667
3.828,796.106246666667
3.833,796.106246666667
3.837,796.106246666667
3.842,796.106246666667
3.846,796.106246666667
3.851,729.366816666667
3.855,729.366816666667
3.86,729.366816666667
3.864,729.366816666667
3.869,335.800366666667
3.873,335.800366666667
3.878,335.800366666667
3.882,335.800366666667
3.887,335.800366666667
3.891,17.8065366666667
3.896,17.8065366666667
3.9,17.8065366666667
3.905,17.8065366666667
3.909,-682.957663333333
3.914,-682.957663333333
3.918,-682.957663333333
3.923,-682.957663333333
3.927,-934.212053333333
3.932,-934.212053333333
3.936,-934.212053333333
3.941,-934.212053333333
3.945,-934.212053333333
3.95,-1096.15337333333
3.954,-1096.15337333333
3.959,-1096.15337333333
3.963,-1096.15337333333
3.968,-917.527173333333
3.972,-917.527173333333
3.977,-917.527173333333
3.981,-917.527173333333
3.986,-917.527173333333
3.99,-833.121393333333
3.994,-833.121393333333
3.999,-833.121393333333
4.003,-833.121393333333
4.008,-333.557013333333
4.012,-333.557013333333
4.017,-333.557013333333
4.021,-333.557013333333
4.026,26.6396966666667
4.03,26.6396966666667
4.035,26.6396966666667
4.039,26.6396966666667
4.044,26.6396966666667
4.048,452.594386666667
4.053,452.594386666667
4.057,452.594386666667
4.062,452.594386666667
4.066,563.499676666667
4.071,563.499676666667
4.075,563.499676666667
4.08,563.499676666667
4.084,563.499676666667
4.089,848.123786666667
4.093,848.123786666667
4.098,848.123786666667
4.102,848.123786666667
4.107,789.236006666667
4.111,789.236006666667
4.116,789.236006666667
4.12,789.236006666667
4.125,602.758146666667
4.129,602.758146666667
4.134,602.758146666667
4.138,602.758146666667
4.143,602.758146666667
4.147,231.765356666667
4.152,231.765356666667
4.156,231.765356666667
4.161,231.765356666667
4.165,-69.5436233333333
4.17,-69.5436233333333
4.174,-69.5436233333333
4.178,-69.5436233333333
4.183,-69.5436233333333
4.187,-414.036933333333
4.192,-414.036933333333
4.196,-414.036933333333
4.201,-414.036933333333
4.205,-744.789783333333
4.21,-744.789783333333
4.214,-744.789783333333
4.219,-744.789783333333
4.223,-969.544703333333
4.228,-969.544703333333
4.232,-969.544703333333
4.237,-969.544703333333
4.241,-969.544703333333
4.246,-858.639393333333
4.25,-858.639393333333
4.255,-858.639393333333
4.259,-858.639393333333
4.264,-653.513773333333
4.268,-653.513773333333
4.273,-653.513773333333
4.277,-653.513773333333
4.282,-653.513773333333
4.286,-251.114173333333
4.291,-251.114173333333
4.295,-251.114173333333
4.3,-251.114173333333
4.304,33.5099366666667
4.309,33.5099366666667
4.313,33.5099366666667
4.318,33.5099366666667
4.322,33.5099366666667
4.327,414.317356666667
4.331,414.317356666667
4.336,414.317356666667
4.34,414.317356666667
4.345,543.870376666667
4.349,543.870376666667
4.354,543.870376666667
4.358,543.870376666667
4.363,679.312226666667
4.367,679.312226666667
4.371,679.312226666667
4.376,679.312226666667
4.38,679.312226666667
4.385,615.517156666667
4.389,615.517156666667
4.394,615.517156666667
4.398,615.517156666667
4.403,367.207166666667
4.407,367.207166666667
4.412,367.207166666667
4.416,367.207166666667
4.421,367.207166666667
4.425,108.101076666667
4.43,108.101076666667
4.434,108.101076666667
4.439,108.101076666667
4.443,-228.540533333333
4.448,-228.540533333333
4.452,-228.540533333333
4.457,-228.540533333333
4.461,-514.146103333333
4.466,-514.146103333333
4.47,-514.146103333333
4.475,-514.146103333333
4.479,-514.146103333333
4.484,-681.976183333333
4.488,-681.976183333333
4.493,-681.976183333333
4.497,-681.976183333333
4.502,-633.884533333333
4.506,-633.884533333333
4.511,-633.884533333333
4.515,-633.884533333333
4.52,-633.884533333333
4.524,-629.958653333333
4.529,-629.958653333333
4.533,-629.958653333333
4.538,-629.958653333333
4.542,-357.112133333333
4.547,-357.112133333333
4.551,-357.112133333333
4.555,-357.112133333333
4.56,-165.726933333333
4.564,-165.726933333333
4.569,-165.726933333333
4.573,-165.726933333333
4.578,-165.726933333333
4.582,234.709736666667
4.587,234.709736666667
4.591,234.709736666667
4.596,234.709736666667
4.6,431.002206666667
4.605,431.002206666667
4.609,431.002206666667
4.614,431.002206666667
4.618,431.002206666667
4.623,508.537726666667
4.627,508.537726666667
4.632,508.537726666667
4.636,508.537726666667
4.641,545.833316666667
4.645,545.833316666667
4.65,545.833316666667
4.654,545.833316666667
4.659,422.169056666667
4.663,422.169056666667
4.668,422.169056666667
4.672,422.169056666667
4.677,422.169056666667
4.681,190.543916666667
4.686,190.543916666667
4.69,190.543916666667
4.695,190.543916666667
4.699,-95.0616433333333
4.704,-95.0616433333333
4.708,-95.0616433333333
4.713,-95.0616433333333
4.717,-95.0616433333333
4.722,-319.816533333333
4.726,-319.816533333333
4.731,-319.816533333333
4.735,-319.816533333333
4.74,-410.111083333333
4.744,-410.111083333333
4.748,-410.111083333333
4.753,-410.111083333333
4.757,-639.773293333333
4.762,-639.773293333333
4.766,-639.773293333333
4.771,-639.773293333333
4.775,-639.773293333333
4.78,-644.680593333333
4.784,-644.680593333333
4.789,-644.680593333333
4.793,-644.680593333333
4.798,-530.830983333333
4.802,-530.830983333333
4.807,-530.830983333333
4.811,-530.830983333333
4.816,-530.830983333333
4.82,-300.187293333333
4.825,-300.187293333333
4.829,-300.187293333333
4.834,-300.187293333333
4.838,-117.635283333333
4.843,-117.635283333333
4.847,-117.635283333333
4.852,-117.635283333333
4.856,167.970286666667
4.861,167.970286666667
4.865,167.970286666667
4.87,167.970286666667
4.874,167.970286666667
4.879,354.448136666667
4.883,354.448136666667
4.888,354.448136666667
4.892,354.448136666667
4.897,412.354446666667
4.901,412.354446666667
4.906,412.354446666667
4.91,412.354446666667
4.915,412.354446666667
4.919,429.039296666667
4.924,429.039296666667
4.928,429.039296666667
4.932,429.039296666667
4.937,287.708716666667
4.941,287.708716666667
4.946,287.708716666667
4.95,287.708716666667
4.955,287.708716666667
4.959,122.823006666667
4.964,122.823006666667
4.968,122.823006666667
4.973,122.823006666667
4.977,-48.9329133333333
4.982,-48.9329133333333
4.986,-48.9329133333333
4.991,-48.9329133333333
4.995,-288.409733333333
5,-288.409733333333
5.004,-288.409733333333
5.009,-288.409733333333
5.013,-288.409733333333
5.018,-445.443733333333
5.022,-445.443733333333
5.027,-445.443733333333
5.031,-445.443733333333
5.036,-469.980293333333
5.04,-469.980293333333
5.045,-469.980293333333
5.049,-469.980293333333
5.054,-469.980293333333
5.058,-485.683683333333
5.063,-485.683683333333
5.067,-485.683683333333
5.072,-485.683683333333
5.076,-371.834043333333
5.081,-371.834043333333
5.085,-371.834043333333
5.09,-371.834043333333
5.094,-210.874213333333
5.099,-210.874213333333
5.103,-210.874213333333
5.108,-210.874213333333
5.112,-210.874213333333
5.117,-58.7475333333333
5.121,-58.7475333333333
5.125,-58.7475333333333
5.13,-58.7475333333333
5.134,156.192736666667
5.139,156.192736666667
5.143,156.192736666667
5.148,156.192736666667
5.152,156.192736666667
5.157,319.115516666667
5.161,319.115516666667
5.166,319.115516666667
5.17,319.115516666667
5.175,373.095936666667
5.179,373.095936666667
5.184,373.095936666667
5.188,373.095936666667
5.193,385.854936666667
5.197,385.854936666667
5.202,385.854936666667
5.206,385.854936666667
5.211,385.854936666667
5.215,238.635586666667
5.22,238.635586666667
5.224,238.635586666667
5.229,238.635586666667
5.233,157.174206666667
5.238,157.174206666667
5.242,157.174206666667
5.247,157.174206666667
5.251,157.174206666667
5.256,-92.1172633333333
5.26,-92.1172633333333
5.265,-92.1172633333333
5.269,-92.1172633333333
5.274,-224.614683333333
5.278,-224.614683333333
5.283,-224.614683333333
5.287,-224.614683333333
5.292,-431.703263333333
5.296,-431.703263333333
5.301,-431.703263333333
5.305,-431.703263333333
5.309,-431.703263333333
5.314,-495.498333333333
5.318,-495.498333333333
5.323,-495.498333333333
5.327,-495.498333333333
5.332,-460.165683333333
5.336,-460.165683333333
5.341,-460.165683333333
5.345,-460.165683333333
5.35,-460.165683333333
5.354,-311.964863333333
5.359,-311.964863333333
5.363,-311.964863333333
5.368,-311.964863333333
5.372,-194.189353333333
5.377,-194.189353333333
5.381,-194.189353333333
5.386,-194.189353333333
5.39,3.08459666666667
5.395,3.08459666666667
5.399,3.08459666666667
5.404,3.08459666666667
5.408,3.08459666666667
5.413,168.951756666667
5.417,168.951756666667
5.422,168.951756666667
5.426,168.951756666667
5.431,286.727246666667
5.435,286.727246666667
5.44,286.727246666667
5.444,286.727246666667
5.449,286.727246666667
5.453,303.412096666667
5.458,303.412096666667
5.462,303.412096666667
5.467,303.412096666667
5.471,302.430626666667
5.476,302.430626666667
5.48,302.430626666667
5.485,302.430626666667
5.489,174.840516666667
5.494,174.840516666667
5.498,174.840516666667
5.502,174.840516666667
5.507,174.840516666667
5.511,61.9723466666667
5.516,61.9723466666667
5.52,61.9723466666667
5.525,61.9723466666667
5.529,-115.672353333333
5.534,-115.672353333333
5.538,-115.672353333333
5.543,-115.672353333333
5.547,-115.672353333333
5.552,-249.151243333333
5.556,-249.151243333333
5.561,-249.151243333333
5.565,-249.151243333333
5.57,-339.445803333333
5.574,-339.445803333333
5.579,-339.445803333333
5.583,-339.445803333333
5.588,-386.555993333333
5.592,-375.759903333333
5.597,-375.759903333333
5.601,-375.759903333333
5.606,-375.759903333333
5.61,-350.241893333333
5.615,-350.241893333333
5.619,-350.241893333333
5.624,-350.241893333333
5.628,-242.281013333333
5.633,-242.281013333333
5.637,-242.281013333333
5.642,-242.281013333333
5.646,-242.281013333333
5.651,-127.449903333333
5.655,-127.449903333333
5.66,-127.449903333333
5.664,-127.449903333333
5.669,-10.6558733333333
5.673,-10.6558733333333
5.678,-10.6558733333333
5.682,-10.6558733333333
5.686,-10.6558733333333
5.691,117.915696666667
5.695,117.915696666667
5.7,117.915696666667
5.704,117.915696666667
5.709,235.691206666667
5.713,235.691206666667
5.718,235.691206666667
5.722,235.691206666667
5.727,250.413116666667
5.731,250.413116666667
5.736,250.413116666667
5.74,250.413116666667
5.745,250.413116666667
5.749,230.783876666667
5.754,230.783876666667
5.758,230.783876666667
5.763,230.783876666667
5.767,125.767406666667
5.772,125.767406666667
5.776,125.767406666667
5.781,125.767406666667
5.785,125.767406666667
5.79,11.9177566666667
5.794,11.9177566666667
5.799,11.9177566666667
5.803,11.9177566666667
5.808,-113.709433333333
5.812,-113.709433333333
5.817,-113.709433333333
5.821,-113.709433333333
5.826,-262.891723333333
5.83,-262.891723333333
5.835,-262.891723333333
5.839,-262.891723333333
5.844,-262.891723333333
5.848,-365.945283333333
5.853,-365.945283333333
5.857,-365.945283333333
5.862,-365.945283333333
5.866,-368.889663333333
5.87,-368.889663333333
5.875,-368.889663333333
5.879,-368.889663333333
5.884,-368.889663333333
5.888,-332.575573333333
5.893,-332.575573333333
5.897,-332.575573333333
5.902,-332.575573333333
5.906,-231.484923333333
5.911,-231.484923333333
5.915,-231.484923333333
5.92,-231.484923333333
5.924,-112.727973333333
5.929,-112.727973333333
5.933,-112.727973333333
5.938,-112.727973333333
5.942,-112.727973333333
5.947,16.8250766666667
5.951,16.8250766666667
5.956,16.8250766666667
5.96,16.8250766666667
5.965,104.175226666667
5.969,104.175226666667
5.974,104.175226666667
5.978,104.175226666667
5.983,104.175226666667
5.987,209.191716666667
5.992,209.191716666667
5.996,209.191716666667
6.001,209.191716666667
6.005,209.191716666667
6.01,209.191716666667
6.014,209.191716666667
6.019,209.191716666667
6.023,175.821986666667
6.028,175.821986666667
6.032,175.821986666667
6.037,175.821986666667
6.041,175.821986666667
6.046,91.4162166666667
6.05,91.4162166666667
6.055,91.4162166666667
6.059,91.4162166666667
6.063,-14.5817233333333
6.068,-14.5817233333333
6.072,-14.5817233333333
6.077,-14.5817233333333
6.081,-14.5817233333333
6.086,-142.171843333333
6.09,-142.171843333333
6.095,-142.171843333333
6.099,-142.171843333333
6.104,-237.373703333333
6.108,-237.373703333333
6.113,-237.373703333333
6.117,-237.373703333333
6.122,-290.372683333333
6.126,-290.372683333333
6.131,-290.372683333333
6.135,-290.372683333333
6.14,-290.372683333333
6.144,-296.261443333333
6.149,-296.261443333333
6.153,-296.261443333333
6.158,-296.261443333333
6.162,-259.947333333333
6.167,-259.947333333333
6.171,-259.947333333333
6.176,-259.947333333333
6.18,-259.947333333333
6.185,-173.578643333333
6.189,-173.578643333333
6.194,-173.578643333333
6.198,-173.578643333333
6.203,-67.5807033333333
6.207,-67.5807033333333
6.212,-67.5807033333333
6.216,-67.5807033333333
6.221,-67.5807033333333
6.225,58.0464866666667
6.23,58.0464866666667
6.234,58.0464866666667
6.239,58.0464866666667
6.243,139.507876666667
6.248,139.507876666667
6.252,139.507876666667
6.256,139.507876666667
6.261,183.673686666667
6.265,183.673686666667
6.27,183.673686666667
6.274,183.673686666667
6.279,183.673686666667
6.283,176.803446666667
6.288,176.803446666667
6.292,176.803446666667
6.297,176.803446666667
6.301,132.637646666667
6.306,132.637646666667
6.31,132.637646666667
6.315,132.637646666667
6.319,132.637646666667
6.324,47.2504066666667
6.328,47.2504066666667
6.333,47.2504066666667
6.337,47.2504066666667
6.342,-54.8216833333333
6.346,-54.8216833333333
6.351,-54.8216833333333
6.355,-54.8216833333333
6.36,-148.060613333333
6.364,-148.060613333333
6.369,-148.060613333333
6.373,-148.060613333333
6.378,-148.060613333333
6.382,-233.447843333333
6.387,-233.447843333333
6.391,-233.447843333333
6.396,-233.447843333333
6.4,-273.687813333333
6.405,-273.687813333333
6.409,-273.687813333333
6.414,-273.687813333333
6.418,-273.687813333333
6.423,-261.910263333333
6.427,-261.910263333333
6.432,-261.910263333333
6.436,-261.910263333333
6.44,-215.781533333333
6.445,-215.781533333333
6.449,-215.781533333333
6.454,-215.781533333333
6.458,-137.264533333333
6.463,-137.264533333333
6.467,-137.264533333333
6.472,-137.264533333333
6.476,-137.264533333333
6.481,-36.1739033333333
6.485,-36.1739033333333
6.49,-36.1739033333333
6.494,-36.1739033333333
6.499,55.1021066666667
6.503,55.1021066666667
6.508,55.1021066666667
6.512,55.1021066666667
6.517,55.1021066666667
6.521,123.804476666667
6.526,123.804476666667
6.53,123.804476666667
6.535,123.804476666667
6.539,155.211276666667
6.544,155.211276666667
6.548,155.211276666667
6.553,155.211276666667
6.557,137.544956666667
6.562,137.544956666667
6.566,137.544956666667
6.571,137.544956666667
6.575,137.544956666667
6.58,94.3606066666667
6.584,94.3606066666667
6.589,94.3606066666667
6.593,94.3606066666667
6.598,13.8806866666667
6.602,13.8806866666667
6.607,13.8806866666667
6.611,13.8806866666667
6.616,13.8806866666667
6.62,-59.7290033333333
6.624,-59.7290033333333
6.629,-59.7290033333333
6.633,-59.7290033333333
6.638,-158.856703333333
6.642,-158.856703333333
6.647,-158.856703333333
6.651,-158.856703333333
6.656,-217.744443333333
6.66,-217.744443333333
6.665,-217.744443333333
6.669,-217.744443333333
6.674,-217.744443333333
6.678,-241.299553333333
6.683,-241.299553333333
6.687,-241.299553333333
6.692,-241.299553333333
6.696,-225.596153333333
6.701,-225.596153333333
6.705,-225.596153333333
6.71,-225.596153333333
6.714,-225.596153333333
6.719,-178.485953333333
6.723,-178.485953333333
6.728,-178.485953333333
6.732,-178.485953333333
6.737,-110.765043333333
6.741,-110.765043333333
6.746,-110.765043333333
6.75,-110.765043333333
6.755,-28.3222033333333
6.759,-28.3222033333333
6.764,-28.3222033333333
6.768,-28.3222033333333
6.773,-28.3222033333333
6.777,46.2689466666667
6.782,46.2689466666667
6.786,46.2689466666667
6.791,46.2689466666667
6.795,102.212296666667
6.8,102.212296666667
6.804,102.212296666667
6.809,102.212296666667
6.813,102.212296666667
6.817,125.767406666667
6.822,125.767406666667
6.826,125.767406666667
6.831,125.767406666667
6.835,109.082536666667
6.84,109.082536666667
6.844,109.082536666667
6.849,109.082536666667
6.853,61.9723466666667
6.858,60.0094166666667
6.862,60.0094166666667
6.867,60.0094166666667
6.871,60.0094166666667
6.876,-15.5631933333333
6.88,-15.5631933333333
6.885,-15.5631933333333
6.889,-15.5631933333333
6.894,-88.1914133333333
6.898,-88.1914133333333
6.903,-88.1914133333333
6.907,-88.1914133333333
6.912,-88.1914133333333
6.916,-164.745483333333
6.921,-164.745483333333
6.925,-164.745483333333
6.93,-164.745483333333
6.934,-204.985443333333
6.939,-204.985443333333
6.943,-204.985443333333
6.948,-204.985443333333
6.952,-204.985443333333
6.957,-218.725913333333
6.961,-218.725913333333
6.966,-218.725913333333
6.97,-218.725913333333
6.975,-190.263503333333
6.979,-190.263503333333
6.984,-190.263503333333
6.988,-190.263503333333
6.993,-144.134773333333
6.997,-144.134773333333
7.001,-144.134773333333
7.006,-144.134773333333
7.01,-144.134773333333
7.015,-74.4509333333333
7.019,-74.4509333333333
7.024,-74.4509333333333
7.028,-74.4509333333333
7.033,-8.69295333333333
7.037,-8.69295333333333
7.042,-8.69295333333333
7.046,-8.69295333333333
7.051,-8.69295333333333
7.055,60.9908766666667
7.06,60.9908766666667
7.064,60.9908766666667
7.069,60.9908766666667
7.073,89.4532866666667
7.078,89.4532866666667
7.082,89.4532866666667
7.087,89.4532866666667
7.091,99.2679166666667
7.096,99.2679166666667
7.1,99.2679166666667
7.105,99.2679166666667
7.109,99.2679166666667
7.114,70.8055066666667
7.118,70.8055066666667
7.123,70.8055066666667
7.127,70.8055066666667
7.132,26.6396966666667
7.136,26.6396966666667
7.141,26.6396966666667
7.145,26.6396966666667
7.15,26.6396966666667
7.154,-45.0070633333333
7.159,-45.0070633333333
7.163,-45.0070633333333
7.168,-45.0070633333333
7.172,-99.9689633333333
7.177,-99.9689633333333
7.181,-99.9689633333333
7.186,-99.9689633333333
7.19,-165.726933333333
7.194,-165.726933333333
7.199,-165.726933333333
7.203,-165.726933333333
7.208,-165.726933333333
7.212,-191.244973333333
7.217,-191.244973333333
7.221,-191.244973333333
7.226,-191.244973333333
7.23,-187.319113333333
7.235,-187.319113333333
7.239,-187.319113333333
7.244,-187.319113333333
7.248,-187.319113333333
7.253,-168.671333333333
7.257,-168.671333333333
7.262,-168.671333333333
7.266,-168.671333333333
7.271,-119.598203333333
7.275,-119.598203333333
7.28,-119.598203333333
7.284,-119.598203333333
7.289,-62.6733833333333
7.293,-62.6733833333333
7.298,-62.6733833333333
7.302,-62.6733833333333
7.307,-62.6733833333333
7.311,3.08459666666667
7.316,3.08459666666667
7.32,3.08459666666667
7.325,3.08459666666667
7.329,46.2689466666667
7.334,46.2689466666667
7.338,46.2689466666667
7.343,46.2689466666667
7.347,46.2689466666667
7.352,68.8425766666667
7.356,68.8425766666667
7.361,68.8425766666667
7.365,68.8425766666667
7.37,61.9723466666667
7.374,61.9723466666667
7.378,61.9723466666667
7.383,61.9723466666667
7.387,42.3430966666667
7.392,42.3430966666667
7.396,42.3430966666667
7.401,42.3430966666667
7.405,42.3430966666667
7.41,-1.82271333333333
7.414,-1.82271333333333
7.419,-1.82271333333333
7.423,-1.82271333333333
7.428,-55.8031533333333
7.432,-55.8031533333333
7.437,-55.8031533333333
7.441,-55.8031533333333
7.446,-55.8031533333333
7.45,-115.672353333333
7.455,-115.672353333333
7.459,-115.672353333333
7.464,-115.672353333333
7.468,-153.949393333333
7.473,-153.949393333333
7.477,-153.949393333333
7.482,-153.949393333333
7.486,-185.356193333333
7.491,-182.411803333333
7.495,-182.411803333333
7.5,-182.411803333333
7.504,-182.411803333333
7.509,-165.726933333333
7.513,-165.726933333333
7.518,-165.726933333333
7.522,-165.726933333333
7.527,-139.227453333333
7.531,-139.227453333333
7.536,-139.227453333333
7.54,-139.227453333333
7.545,-139.227453333333
7.549,-91.1358033333333
7.554,-91.1358033333333
7.558,-91.1358033333333
7.562,-91.1358033333333
7.567,-40.0997533333333
7.571,-40.0997533333333
7.576,-40.0997533333333
7.58,-40.0997533333333
7.585,-40.0997533333333
7.589,21.7323866666667
7.594,21.7323866666667
7.598,21.7323866666667
7.603,21.7323866666667
7.607,52.1577166666667
7.612,52.1577166666667
7.616,52.1577166666667
7.621,52.1577166666667
7.625,64.9167266666667
7.63,64.9167266666667
7.634,64.9167266666667
7.639,64.9167266666667
7.643,64.9167266666667
7.648,52.1577166666667
7.652,52.1577166666667
7.657,52.1577166666667
7.661,52.1577166666667
7.666,25.6582366666667
7.67,25.6582366666667
7.675,25.6582366666667
7.679,25.6582366666667
7.684,25.6582366666667
7.688,-36.1739033333333
7.693,-36.1739033333333
7.697,-36.1739033333333
7.702,-36.1739033333333
7.706,-73.4694733333333
7.711,-73.4694733333333
7.715,-73.4694733333333
7.72,-73.4694733333333
7.724,-121.561133333333
7.729,-121.561133333333
7.733,-121.561133333333
7.738,-121.561133333333
7.742,-121.561133333333
7.747,-149.042083333333
7.751,-149.042083333333
7.755,-149.042083333333
7.76,-149.042083333333
7.764,-161.801093333333
7.769,-161.801093333333
7.773,-161.801093333333
7.778,-161.801093333333
7.782,-161.801093333333
7.787,-144.134773333333
7.791,-144.134773333333
7.796,-144.134773333333
7.8,-144.134773333333
7.805,-113.709433333333
7.809,-113.709433333333
7.814,-113.709433333333
7.818,-113.709433333333
7.823,-64.6363133333333
7.827,-64.6363133333333
7.832,-64.6363133333333
7.836,-64.6363133333333
7.841,-64.6363133333333
7.845,-21.4519633333333
7.85,-21.4519633333333
7.854,-21.4519633333333
7.859,-21.4519633333333
7.863,15.8436066666667
7.868,15.8436066666667
7.872,15.8436066666667
7.877,15.8436066666667
7.881,15.8436066666667
7.886,38.4172466666667
7.89,38.4172466666667
7.895,38.4172466666667
7.899,38.4172466666667
7.904,41.3616366666667
7.908,41.3616366666667
7.913,41.3616366666667
7.917,41.3616366666667
7.922,22.7138466666667
7.926,22.7138466666667
7.931,22.7138466666667
7.935,22.7138466666667
7.939,22.7138466666667
7.944,-6.73002333333333
7.948,-6.73002333333333
7.953,-6.73002333333333
7.957,-6.73002333333333
7.962,-43.0441333333333
7.966,-43.0441333333333
7.971,-43.0441333333333
7.975,-43.0441333333333
7.98,-43.0441333333333
7.984,-79.3582533333333
7.989,-79.3582533333333
7.993,-79.3582533333333
7.998,-79.3582533333333
8.002,-123.524053333333
8.007,-123.524053333333
8.011,-123.524053333333
8.016,-123.524053333333
8.02,-145.116223333333
8.025,-145.116223333333
8.029,-145.116223333333
8.034,-145.116223333333
8.038,-145.116223333333
8.043,-137.264533333333
8.047,-137.264533333333
8.052,-137.264533333333
8.056,-137.264533333333
8.061,-118.616743333333
8.065,-118.616743333333
8.07,-118.616743333333
8.074,-118.616743333333
8.079,-118.616743333333
8.083,-89.1728733333333
8.088,-89.1728733333333
8.092,-89.1728733333333
8.097,-89.1728733333333
8.101,-46.9699833333333
8.106,-46.9699833333333
8.11,-46.9699833333333
8.115,-46.9699833333333
8.119,0.140206666666671
8.124,-5.74856333333333
8.128,-5.74856333333333
8.132,-5.74856333333333
8.137,-5.74856333333333
8.141,19.7694566666667
8.146,19.7694566666667
8.15,19.7694566666667
8.155,19.7694566666667
8.159,28.6026166666667
8.164,28.6026166666667
8.168,28.6026166666667
8.173,28.6026166666667
8.177,28.6026166666667
8.182,22.7138466666667
8.186,22.7138466666667
8.191,22.7138466666667
8.195,22.7138466666667
8.2,7.01044666666667
8.204,7.01044666666667
8.209,7.01044666666667
8.213,7.01044666666667
8.218,7.01044666666667
8.222,-34.2109733333333
8.227,-34.2109733333333
8.231,-34.2109733333333
8.236,-34.2109733333333
8.24,-60.7104633333333
8.245,-60.7104633333333
8.249,-60.7104633333333
8.254,-60.7104633333333
8.258,-96.0431133333333
8.263,-96.0431133333333
8.267,-96.0431133333333
8.272,-96.0431133333333
8.276,-96.0431133333333
8.281,-119.598203333333
8.285,-119.598203333333
8.29,-119.598203333333
8.294,-119.598203333333
8.299,-131.375753333333
8.303,-131.375753333333
8.308,-131.375753333333
8.312,-131.375753333333
8.316,-131.375753333333
8.321,-129.412833333333
8.325,-129.412833333333
8.33,-129.412833333333
8.334,-129.412833333333
8.339,-101.931883333333
8.343,-101.931883333333
8.348,-101.931883333333
8.352,-101.931883333333
8.357,-72.4880133333333
8.361,-72.4880133333333
8.366,-72.4880133333333
8.37,-72.4880133333333
8.375,-72.4880133333333
8.379,-35.1924333333333
8.384,-35.1924333333333
8.388,-35.1924333333333
8.393,-35.1924333333333
8.397,-5.74856333333333
8.402,-5.74856333333333
8.406,-5.74856333333333
8.411,-5.74856333333333
8.415,-5.74856333333333
8.42,15.8436066666667
8.424,15.8436066666667
8.429,15.8436066666667
8.433,15.8436066666667
8.438,20.7509266666667
8.442,20.7509266666667
8.447,20.7509266666667
8.451,20.7509266666667
8.456,10.9362966666667
8.46,10.9362966666667
8.465,10.9362966666667
8.469,10.9362966666667
8.474,10.9362966666667
8.478,-10.6558733333333
8.483,-10.6558733333333
8.487,-10.6558733333333
8.492,-10.6558733333333
8.496,-43.0441333333333
8.501,-43.0441333333333
8.505,-43.0441333333333
8.509,-43.0441333333333
8.514,-43.0441333333333
8.518,-62.6733833333333
8.523,-62.6733833333333
8.527,-62.6733833333333
8.532,-62.6733833333333
8.536,-100.950423333333
8.541,-100.950423333333
8.545,-100.950423333333
8.55,-100.950423333333
8.554,-116.653813333333
8.559,-116.653813333333
8.563,-116.653813333333
8.568,-116.653813333333
8.572,-116.653813333333
8.577,-117.635283333333
8.581,-117.635283333333
8.586,-117.635283333333
8.59,-117.635283333333
8.595,-98.9875033333333
8.599,-98.9875033333333
8.604,-98.9875033333333
8.608,-98.9875033333333
8.613,-98.9875033333333
8.617,-81.3211733333333
8.622,-81.3211733333333
8.626,-81.3211733333333
8.631,-81.3211733333333
8.635,-48.9329133333333
8.64,-48.9329133333333
8.644,-48.9329133333333
8.649,-48.9329133333333
8.653,-20.4705033333333
8.658,-20.4705033333333
8.662,-20.4705033333333
8.667,-20.4705033333333
8.671,-20.4705033333333
8.676,-0.841253333333331
8.68,-0.841253333333331
8.685,-0.841253333333331
8.689,-0.841253333333331
8.693,11.9177566666667
8.698,11.9177566666667
8.702,11.9177566666667
8.707,11.9177566666667
8.711,11.9177566666667
8.716,13.8806866666667
8.72,13.8806866666667
8.725,13.8806866666667
8.729,13.8806866666667
8.734,-3.78564333333333
8.738,-3.78564333333333
8.743,-3.78564333333333
8.747,-3.78564333333333
8.752,-35.1924333333333
