TimeT,AccT
0.781,-54.8216833333333
0.786,-54.8216833333333
0.79,-54.8216833333333
0.795,-54.8216833333333
0.799,-54.8216833333333
0.803,-49.9143733333333
0.808,-49.9143733333333
0.812,-49.9143733333333
0.817,-49.9143733333333
0.821,-49.9143733333333
0.826,-45.9885233333333
0.83,-45.9885233333333
0.835,-45.9885233333333
0.839,-45.9885233333333
0.844,-46.9699833333333
0.848,-46.9699833333333
0.853,-46.9699833333333
0.857,-46.9699833333333
0.862,-48.9329133333333
0.866,-48.9329133333333
0.871,-48.9329133333333
0.875,-48.9329133333333
0.88,-48.9329133333333
0.884,-50.8958333333333
0.889,-50.8958333333333
0.893,-50.8958333333333
0.898,-50.8958333333333
0.902,-54.8216833333333
0.907,-54.8216833333333
0.911,-54.8216833333333
0.916,-54.8216833333333
0.92,-54.8216833333333
0.925,-57.7660733333333
0.929,-57.7660733333333
0.934,-57.7660733333333
0.938,-57.7660733333333
0.943,-58.7475333333333
0.947,-58.7475333333333
0.952,-58.7475333333333
0.956,-58.7475333333333
0.961,-55.8031533333333
0.965,-55.8031533333333
0.97,-55.8031533333333
0.974,-55.8031533333333
0.979,-55.8031533333333
0.983,-58.7475333333333
0.988,-58.7475333333333
0.992,-58.7475333333333
0.996,-58.7475333333333
1.001,-55.8031533333333
1.005,-55.8031533333333
1.01,-55.8031533333333
1.014,-55.8031533333333
1.019,-55.8031533333333
1.023,-51.8773033333333
1.028,-51.8773033333333
1.032,-51.8773033333333
1.037,-51.8773033333333
1.041,-53.8402233333333
1.046,-53.8402233333333
1.05,-53.8402233333333
1.055,-53.8402233333333
1.059,-46.9699833333333
1.064,-46.9699833333333
1.068,-46.9699833333333
1.073,-46.9699833333333
1.077,-46.9699833333333
1.082,-49.9143733333333
1.086,-49.9143733333333
1.091,-49.9143733333333
1.095,-49.9143733333333
1.1,-52.8587633333333
1.104,-52.8587633333333
1.109,-52.8587633333333
1.113,-52.8587633333333
1.118,-52.8587633333333
1.122,-53.8402233333333
1.127,-53.8402233333333
1.131,-53.8402233333333
1.136,-53.8402233333333
1.14,-55.8031533333333
1.145,-55.8031533333333
1.149,-55.8031533333333
1.154,-55.8031533333333
1.158,-55.8031533333333
1.163,-56.7846133333333
1.167,-56.7846133333333
1.172,-56.7846133333333
1.176,-56.7846133333333
1.18,-59.7290033333333
1.185,-59.7290033333333
1.189,-59.7290033333333
1.194,-59.7290033333333
1.198,-59.7290033333333
1.203,-59.7290033333333
1.207,-59.7290033333333
1.212,-59.7290033333333
1.216,-59.7290033333333
1.221,-56.7846133333333
1.225,-56.7846133333333
1.23,-56.7846133333333
1.234,-56.7846133333333
1.239,-58.7475333333333
1.243,-58.7475333333333
1.248,-58.7475333333333
1.252,-58.7475333333333
1.257,-58.7475333333333
1.261,-58.7475333333333
1.266,-58.7475333333333
1.27,-58.7475333333333
1.275,-58.7475333333333
1.279,-57.7660733333333
1.284,-57.7660733333333
1.288,-57.7660733333333
1.293,-57.7660733333333
1.297,-54.8216833333333
1.302,-54.8216833333333
1.306,-54.8216833333333
1.311,-54.8216833333333
1.315,-54.8216833333333
1.32,-53.8402233333333
1.324,-53.8402233333333
1.329,-53.8402233333333
1.333,-53.8402233333333
1.338,-51.8773033333333
1.342,-51.8773033333333
1.347,-51.8773033333333
1.351,-51.8773033333333
1.356,-51.8773033333333
1.36,-51.8773033333333
1.364,-51.8773033333333
1.369,-51.8773033333333
1.373,-51.8773033333333
1.378,-52.8587633333333
1.382,-52.8587633333333
1.387,-52.8587633333333
1.391,-52.8587633333333
1.396,-55.8031533333333
1.4,-55.8031533333333
1.405,-55.8031533333333
1.409,-55.8031533333333
1.414,-55.8031533333333
1.418,-55.8031533333333
1.423,-55.8031533333333
1.427,-55.8031533333333
1.432,-55.8031533333333
1.436,-56.7846133333333
1.441,-56.7846133333333
1.445,-56.7846133333333
1.45,-56.7846133333333
1.454,-56.7846133333333
1.459,-56.7846133333333
1.463,-56.7846133333333
1.468,-56.7846133333333
1.472,-56.7846133333333
1.477,-57.7660733333333
1.481,-57.7660733333333
1.486,-57.7660733333333
1.49,-57.7660733333333
1.495,-56.7846133333333
1.499,-56.7846133333333
1.504,-56.7846133333333
1.508,-56.7846133333333
1.513,-56.7846133333333
1.517,-54.8216833333333
1.522,-54.8216833333333
1.526,-54.8216833333333
1.531,-54.8216833333333
1.535,-54.8216833333333
1.54,-54.8216833333333
1.544,-54.8216833333333
1.549,-54.8216833333333
1.553,-54.8216833333333
1.557,-47.9514533333333
1.562,-47.9514533333333
1.566,-47.9514533333333
1.571,-47.9514533333333
1.575,-49.9143733333333
1.58,-49.9143733333333
1.584,-49.9143733333333
1.589,-49.9143733333333
1.593,-50.8958333333333
1.598,-50.8958333333333
1.602,-50.8958333333333
1.607,-50.8958333333333
1.611,-50.8958333333333
1.616,-50.8958333333333
1.62,-50.8958333333333
1.625,-50.8958333333333
1.629,-50.8958333333333
1.634,-52.8587633333333
1.638,-52.8587633333333
1.643,-52.8587633333333
1.647,-52.8587633333333
1.652,-52.8587633333333
1.656,-58.7475333333333
1.661,-58.7475333333333
1.665,-58.7475333333333
1.67,-58.7475333333333
1.674,-58.7475333333333
1.679,-58.7475333333333
1.683,-58.7475333333333
1.688,-58.7475333333333
1.692,-59.7290033333333
1.697,-59.7290033333333
1.701,-59.7290033333333
1.706,-59.7290033333333
1.71,-59.7290033333333
1.715,-60.7104633333333
1.719,-60.7104633333333
1.724,-60.7104633333333
1.728,-60.7104633333333
1.733,-59.7290033333333
1.737,-59.7290033333333
1.741,-59.7290033333333
1.746,-59.7290033333333
1.75,-59.7290033333333
1.755,-55.8031533333333
1.759,-55.8031533333333
1.764,-55.8031533333333
1.768,-55.8031533333333
1.773,-56.7846133333333
1.777,-56.7846133333333
1.782,-56.7846133333333
1.786,-56.7846133333333
1.791,-56.7846133333333
1.795,-54.8216833333333
1.8,-54.8216833333333
1.804,-54.8216833333333
1.809,-54.8216833333333
1.813,-54.8216833333333
1.818,-54.8216833333333
1.822,-54.8216833333333
1.827,-54.8216833333333
1.831,-53.8402233333333
1.836,-53.8402233333333
1.84,-53.8402233333333
1.845,-53.8402233333333
1.849,-53.8402233333333
1.854,-63.6548533333333
1.858,-63.6548533333333
1.863,-63.6548533333333
1.867,-63.6548533333333
1.872,-76.4138633333333
1.876,-76.4138633333333
1.881,-76.4138633333333
1.885,-76.4138633333333
1.89,-76.4138633333333
1.894,-90.1543333333333
1.899,-90.1543333333333
1.903,-90.1543333333333
1.908,-90.1543333333333
1.912,-99.9689633333333
1.917,-99.9689633333333
1.921,-99.9689633333333
1.925,-99.9689633333333
1.93,-110.765043333333
1.934,-110.765043333333
1.939,-110.765043333333
1.943,-110.765043333333
1.948,-110.765043333333
1.952,-112.727973333333
1.957,-112.727973333333
1.961,-112.727973333333
1.966,-112.727973333333
1.97,-103.894813333333
1.975,-103.894813333333
1.979,-103.894813333333
1.984,-103.894813333333
1.988,-103.894813333333
1.993,-86.2284833333333
1.997,-86.2284833333333
2.002,-86.2284833333333
2.006,-86.2284833333333
2.011,-68.5621633333333
2.015,-68.5621633333333
2.02,-68.5621633333333
2.024,-68.5621633333333
2.029,-62.6733833333333
2.033,-62.6733833333333
2.038,-62.6733833333333
2.042,-62.6733833333333
2.047,-62.6733833333333
2.051,-41.0812133333333
2.056,-41.0812133333333
2.06,-41.0812133333333
2.065,-41.0812133333333
2.069,-18.5075733333333
2.074,-18.5075733333333
2.078,-18.5075733333333
2.083,-18.5075733333333
2.087,-18.5075733333333
2.092,-3.78564333333333
2.096,-3.78564333333333
2.101,-3.78564333333333
2.105,-3.78564333333333
2.11,-3.78564333333333
2.114,-3.78564333333333
2.118,-3.78564333333333
2.123,-3.78564333333333
2.127,-19.4890433333333
2.132,-19.4890433333333
2.136,-19.4890433333333
2.141,-19.4890433333333
2.145,-19.4890433333333
2.15,-40.0997533333333
2.154,-40.0997533333333
2.159,-40.0997533333333
2.163,-40.0997533333333
2.168,-54.8216833333333
2.172,-54.8216833333333
2.177,-54.8216833333333
2.181,-54.8216833333333
2.186,-54.8216833333333
2.19,-70.5250833333333
2.195,-70.5250833333333
2.199,-70.5250833333333
2.204,-70.5250833333333
2.208,-70.5250833333333
2.213,-70.5250833333333
2.217,-70.5250833333333
2.222,-70.5250833333333
2.226,-47.9514533333333
2.231,-47.9514533333333
2.235,-47.9514533333333
2.24,-47.9514533333333
2.244,-47.9514533333333
2.249,-16.5446533333333
2.253,-16.5446533333333
2.258,-16.5446533333333
2.262,-16.5446533333333
2.267,4.06605666666667
2.271,4.06605666666667
2.276,4.06605666666667
2.28,4.06605666666667
2.285,4.06605666666667
2.289,5.04752666666667
2.294,5.04752666666667
2.298,5.04752666666667
2.302,5.04752666666667
2.307,-0.841253333333331
2.311,-0.841253333333331
2.316,-0.841253333333331
2.32,-0.841253333333331
2.325,-6.73002333333333
2.329,-6.73002333333333
2.334,-6.73002333333333
2.338,-6.73002333333333
2.343,-6.73002333333333
2.347,-13.6002633333333
2.352,-13.6002633333333
2.356,-13.6002633333333
2.361,-13.6002633333333
2.365,-18.5075733333333
2.37,-18.5075733333333
2.374,-18.5075733333333
2.379,-18.5075733333333
2.383,-18.5075733333333
2.388,-21.4519633333333
2.392,-21.4519633333333
2.397,-21.4519633333333
2.401,-21.4519633333333
2.406,-41.0812133333333
2.41,-41.0812133333333
2.415,-41.0812133333333
2.419,-41.0812133333333
2.424,-41.0812133333333
2.428,-52.8587633333333
2.433,-52.8587633333333
2.437,-52.8587633333333
2.442,-52.8587633333333
2.446,-73.4694733333333
2.451,-73.4694733333333
2.455,-73.4694733333333
2.46,-73.4694733333333
2.464,-75.4324033333333
2.469,-75.4324033333333
2.473,-75.4324033333333
2.478,-75.4324033333333
2.482,-75.4324033333333
2.486,-60.7104633333333
2.491,-60.7104633333333
2.495,-60.7104633333333
2.5,-60.7104633333333
2.504,-34.2109733333333
2.509,-34.2109733333333
2.513,-34.2109733333333
2.518,-34.2109733333333
2.522,-34.2109733333333
2.527,-5.74856333333333
2.531,-5.74856333333333
2.536,-5.74856333333333
2.54,-5.74856333333333
2.545,0.140206666666671
2.549,0.140206666666671
2.554,0.140206666666671
2.558,0.140206666666671
2.563,2.10313666666667
2.567,2.10313666666667
2.572,2.10313666666667
2.576,2.10313666666667
2.581,2.10313666666667
2.585,-14.5817233333333
2.59,-14.5817233333333
2.594,-14.5817233333333
2.599,-14.5817233333333
2.603,-19.4890433333333
2.608,-19.4890433333333
2.612,-19.4890433333333
2.617,-19.4890433333333
2.621,-19.4890433333333
2.626,-21.4519633333333
2.63,-21.4519633333333
2.635,-21.4519633333333
2.639,-21.4519633333333
2.644,-13.6002633333333
2.648,-13.6002633333333
2.653,-13.6002633333333
2.657,-13.6002633333333
2.662,-4.76710333333333
2.666,-4.76710333333333
2.671,-4.76710333333333
2.675,-4.76710333333333
2.679,-4.76710333333333
2.684,-4.76710333333333
2.688,-4.76710333333333
2.693,-4.76710333333333
2.697,-4.76710333333333
2.702,-16.5446533333333
2.706,-16.5446533333333
2.711,-16.5446533333333
2.715,-16.5446533333333
2.72,-16.5446533333333
2.724,-29.3036633333333
2.729,-29.3036633333333
2.733,-29.3036633333333
2.738,-29.3036633333333
2.742,-40.0997533333333
2.747,-40.0997533333333
2.751,-40.0997533333333
2.756,-40.0997533333333
2.76,-38.1368233333333
2.765,-38.1368233333333
2.769,-38.1368233333333
2.774,-38.1368233333333
2.778,-38.1368233333333
2.783,-44.0256033333333
2.787,-44.0256033333333
2.792,-44.0256033333333
2.796,-44.0256033333333
2.801,-51.8773033333333
2.805,-51.8773033333333
2.81,-51.8773033333333
2.814,-51.8773033333333
2.819,-51.8773033333333
2.823,-56.7846133333333
2.828,-56.7846133333333
2.832,-56.7846133333333
2.837,-56.7846133333333
2.841,-65.6177733333333
2.846,-65.6177733333333
2.85,-65.6177733333333
2.855,-65.6177733333333
2.859,-69.5436233333333
2.863,-69.5436233333333
2.868,-69.5436233333333
2.872,-69.5436233333333
2.877,-69.5436233333333
2.881,-45.0070633333333
2.886,-45.0070633333333
2.89,-45.0070633333333
2.895,-45.0070633333333
2.899,-20.4705033333333
2.904,-20.4705033333333
2.908,-20.4705033333333
2.913,-20.4705033333333
2.917,-20.4705033333333
2.922,14.8621466666667
2.926,14.8621466666667
2.931,14.8621466666667
2.935,14.8621466666667
2.94,56.0835766666667
2.944,56.0835766666667
2.949,56.0835766666667
2.953,56.0835766666667
2.958,93.3791366666667
2.962,93.3791366666667
2.967,93.3791366666667
2.971,93.3791366666667
2.976,93.3791366666667
2.98,131.656176666667
2.985,131.656176666667
2.989,131.656176666667
2.994,131.656176666667
2.998,204.284396666667
3.003,204.284396666667
3.007,204.284396666667
3.012,204.284396666667
3.016,204.284396666667
3.021,503.630426666667
3.025,503.630426666667
3.03,503.630426666667
3.034,503.630426666667
3.039,942.344146666667
3.043,942.344146666667
3.047,942.344146666667
3.052,942.344146666667
3.056,910.937376666667
3.061,904.067146666667
3.065,904.067146666667
3.07,904.067146666667
3.074,904.067146666667
3.079,407.447116666667
3.083,407.447116666667
3.088,407.447116666667
3.092,407.447116666667
3.097,-110.765043333333
3.101,-110.765043333333
3.106,-110.765043333333
3.11,-110.765043333333
3.115,-110.765043333333
3.119,-993.099773333333
3.124,-993.099773333333
3.128,-993.099773333333
3.133,-993.099773333333
3.137,-1374.88872333333
3.142,-1374.88872333333
3.146,-1374.88872333333
3.151,-1374.88872333333
3.155,-1374.88872333333
3.16,-1654.60547333333
3.164,-1654.60547333333
3.169,-1654.60547333333
3.173,-1654.60547333333
3.178,-1608.47676333333
3.182,-1608.47676333333
3.187,-1608.47676333333
3.191,-1608.47676333333
3.196,-796.807263333333
3.2,-796.807263333333
3.205,-796.807263333333
3.209,-796.807263333333
3.214,-796.807263333333
3.218,-191.244973333333
3.223,-191.244973333333
3.227,-191.244973333333
3.232,-191.244973333333
3.236,163.062976666667
3.24,163.062976666667
3.245,163.062976666667
3.249,163.062976666667
3.254,163.062976666667
3.258,695.997046666667
3.263,695.997046666667
3.267,695.997046666667
3.272,695.997046666667
3.276,1061.10111666667
3.281,1061.10111666667
3.285,1061.10111666667
3.29,1061.10111666667
3.294,1307.44821666667
3.299,1307.44821666667
3.303,1307.44821666667
3.308,1307.44821666667
3.312,1307.44821666667
3.317,1069.93428666667
3.321,1069.93428666667
3.326,1069.93428666667
3.33,1069.93428666667
3.335,636.127866666667
3.339,636.127866666667
3.344,636.127866666667
3.348,636.127866666667
3.353,636.127866666667
3.357,67.8611166666667
3.362,67.8611166666667
3.366,67.8611166666667
3.371,67.8611166666667
3.375,-390.481843333333
3.38,-390.481843333333
3.384,-390.481843333333
3.389,-390.481843333333
3.393,-993.099773333333
3.398,-993.099773333333
3.402,-993.099773333333
3.407,-993.099773333333
3.411,-993.099773333333
3.416,-1399.42519333333
3.42,-1399.42519333333
3.424,-1399.42519333333
3.429,-1399.42519333333
3.433,-1371.94424333333
3.438,-1371.94424333333
3.442,-1371.94424333333
3.447,-1371.94424333333
3.451,-1371.94424333333
3.456,-1107.93090333333
3.46,-1107.93090333333
3.465,-1107.93090333333
3.469,-1107.93090333333
3.474,-418.944263333333
3.478,-418.944263333333
3.483,-418.944263333333
3.487,-418.944263333333
3.492,51.1762566666667
3.496,51.1762566666667
3.501,51.1762566666667
3.505,51.1762566666667
3.51,51.1762566666667
3.514,621.405916666667
3.519,621.405916666667
3.523,621.405916666667
3.528,621.405916666667
3.532,961.973446666667
3.537,961.973446666667
3.541,961.973446666667
3.546,961.973446666667
3.55,961.973446666667
3.555,1147.46983666667
3.559,1147.46983666667
3.564,1147.46983666667
