TimeT,AccT,VelT,PosT
0,30.0514452380952,-0.00076374689946987,3.71454160532012e-08
20561,14.3480452380952,0,0
20566,14.3480452380952,0,-0.441658
20570,14.3480452380952,-1.766632,0.3533264
20575,5.51488523809524,0,-0
20579,5.51488523809524,-0,-0
4,5.51488523809524,0,-0.0981465
8,5.51488523809524,-0.392586,0.0785172
13,3.55195523809524,0,0
17,3.55195523809524,0,0
22,3.55195523809524,0,0
26,3.55195523809524,0,-0.0981459999999998
31,3.55195523809524,-0.490729999999999,0.1226825
35,1.58903523809524,0,0
40,1.58903523809524,0,0
44,1.58903523809524,0,0.0981459999999998
49,1.58903523809524,0.490729999999999,-0.1226825
53,3.55195523809524,0,0
58,3.55195523809524,0,0
62,3.55195523809524,0,0.392585
67,3.55195523809524,1.962925,-0.49073125
71,11.4036552380952,0,0
75,11.4036552380952,0,0
80,11.4036552380952,0,0
84,11.4036552380952,0,-0.147219
89,11.4036552380952,-0.736095,0.18402375
93,8.45927523809524,0,0
98,8.45927523809524,0,0
102,8.45927523809524,0,0.0490729999999999
107,8.45927523809524,0.245365,-0.0613412499999999
111,9.44073523809524,0,0
116,9.44073523809524,0,0
120,9.44073523809524,0,0
125,9.44073523809524,0,0.0490730000000001
129,9.44073523809524,0.196292,-0.0392584000000001
134,10.4221952380952,0,0
138,10.4221952380952,0,0
143,10.4221952380952,0,-0.2944385
147,10.4221952380952,-1.177754,0.2355508
152,4.53342523809524,0,0
156,4.53342523809524,0,0
161,4.53342523809524,0,-0.1472195
165,4.53342523809524,-0.588878,0.1177756
170,1.58903523809524,0,0
174,1.58903523809524,0,0
179,1.58903523809524,0,0
183,1.58903523809524,0,-0.0490730000000001
188,1.58903523809524,-0.245365,0.0613412500000001
192,0.607575238095237,0,0
197,0.607575238095237,0,0
201,0.607575238095237,0,0.0490730000000001
206,0.607575238095237,0.245365,-0.0613412500000001
210,1.58903523809524,0,0
214,1.58903523809524,0,0
219,1.58903523809524,0,0
223,1.58903523809524,0,0
228,1.58903523809524,0,0
232,1.58903523809524,0,0
237,1.58903523809524,0,0
241,1.58903523809524,0,0
246,1.58903523809524,0,0
250,1.58903523809524,0,0
255,1.58903523809524,0,0
259,1.58903523809524,0,-0.0490730000000001
264,1.58903523809524,-0.245365,0.0613412500000001
