TimeT,AngVelT
0,35.2896396396396
0.0120120240480962,53.587971304638
0.0240240480961924,67.9652318985652
0.0360360721442886,81.0354688021355
0.0480480961923848,88.8776109442776
0.060060120240481,98.0267767767768
0.0720721442885772,103.254871538205
0.0840841683366733,109.78998998999
0.0960961923847695,112.404037370704
0.108108216432866,116.325108441775
0.120120240480962,118.939155822489
0.132132264529058,122.86022689356
0.144144288577154,122.86022689356
0.15615631262525,124.167250583917
0.168168336673347,126.781297964631
0.180180360721443,126.781297964631
0.192192384769539,129.395345345345
0.204204408817635,128.088321654989
0.216216432865731,129.395345345345
0.228228456913828,130.702369035702
0.240240480961924,130.702369035702
0.25225250501002,130.702369035703
0.264264529058116,130.702369035702
0.276276553106212,132.009392726059
0.288288577154309,132.009392726059
0.300300601202405,130.702369035703
0.312312625250501,132.009392726059
0.324324649298597,133.316416416416
0.336336673346693,132.009392726059
0.34834869739479,132.009392726059
0.360360721442886,133.316416416417
0.372372745490982,132.009392726059
0.384384769539078,133.316416416416
0.396396793587174,132.009392726059
0.408408817635271,133.316416416416
0.420420841683367,133.316416416417
0.432432865731463,132.009392726059
0.444444889779559,133.316416416416
0.456456913827655,133.316416416416
0.468468937875752,132.009392726059
0.480480961923848,133.316416416417
0.492492985971944,133.316416416416
0.50450501002004,133.316416416418
0.516517034068136,133.316416416416
0.528529058116232,132.009392726058
0.540541082164329,133.316416416418
0.552553106212425,133.316416416418
0.564565130260521,133.316416416415
0.576577154308617,133.316416416416
0.588589178356713,133.316416416416
0.60060120240481,133.316416416418
0.612613226452906,133.316416416416
0.624625250501002,133.316416416415
0.636637274549098,132.00939272606
0.648649298597194,133.316416416416
0.660661322645291,133.316416416416
0.672673346693387,133.316416416416
0.684685370741483,133.316416416416
0.696697394789579,133.316416416418
0.708709418837675,133.316416416415
0.720721442885772,133.316416416416
0.732733466933868,133.316416416418
0.744745490981964,133.316416416416
0.75675751503006,133.316416416416
0.768769539078156,133.316416416415
0.780781563126253,133.316416416418
0.792793587174349,133.316416416418
0.804805611222445,133.316416416415
0.816817635270541,133.316416416416
0.828829659318637,133.316416416416
0.840841683366733,133.316416416418
0.85285370741483,133.316416416416
0.864865731462926,133.316416416415
0.876877755511022,133.316416416418
0.888889779559118,133.316416416416
0.900901803607214,133.316416416416
0.912913827655311,133.316416416416
0.924925851703407,133.316416416416
0.936937875751503,133.316416416418
0.948949899799599,134.623440106772
0.960961923847695,132.009392726059
0.972973947895792,133.316416416418
0.984985971943888,133.316416416416
0.996997995991984,134.623440106772
1.00901002004008,132.00939272606
1.02102204408818,133.316416416418
1.03303406813627,133.316416416415
1.04504609218437,134.623440106775
1.05705811623246,132.009392726058
1.06907014028056,134.623440106772
1.08108216432866,133.31641641642
1.09309418837675,133.316416416415
1.10510621242485,133.316416416415
1.11711823647295,133.31641641642
1.12913026052104,133.316416416415
1.14114228456914,133.316416416415
1.15315430861723,133.316416416415
1.16516633266533,133.316416416418
1.17717835671343,133.316416416418
1.18919038076152,133.316416416415
1.20120240480962,133.316416416418
1.21321442885772,133.316416416418
1.22522645290581,133.316416416415
1.23723847695391,134.623440106775
1.249250501002,133.316416416415
1.2612625250501,133.316416416415
1.2732745490982,133.316416416418
1.28528657314629,133.316416416418
1.29729859719439,133.316416416415
1.30931062124248,133.316416416418
1.32132264529058,134.623440106775
1.33333466933868,133.316416416415
1.34534669338677,133.316416416415
1.35735871743487,133.316416416418
1.36937074148297,133.316416416418
1.38138276553106,133.316416416415
1.39339478957916,133.316416416415
1.40540681362725,134.623440106777
1.41741883767535,133.316416416415
1.42943086172345,133.316416416415
1.44144288577154,133.316416416418
1.45345490981964,133.316416416415
1.46546693386774,133.316416416418
1.47747895791583,133.316416416418
1.48949098196393,133.316416416415
1.50150300601202,134.623440106775
1.51351503006012,133.316416416418
1.52552705410822,133.316416416415
1.53753907815631,133.316416416415
1.54955110220441,133.316416416415
1.56156312625251,133.31641641642
1.5735751503006,133.316416416415
1.5855871743487,133.316416416415
1.59759919839679,134.623440106777
1.60961122244489,133.316416416415
1.62162324649299,133.316416416415
1.63363527054108,133.316416416418
1.64564729458918,133.316416416415
1.65765931863727,133.316416416418
1.66967134268537,133.316416416415
1.68168336673347,134.623440106775
1.69369539078156,133.316416416418
1.70570741482966,133.316416416415
1.71771943887776,133.316416416418
1.72973146292585,133.316416416415
1.74174348697395,133.316416416415
1.75375551102204,133.31641641642
1.76576753507014,133.316416416415
1.77777955911824,134.623440106772
1.78979158316633,133.316416416418
1.80180360721443,133.316416416418
1.81381563126252,133.316416416415
1.82582765531062,133.316416416415
1.83783967935872,133.316416416418
1.84985170340681,133.316416416418
1.86186372745491,134.623440106772
1.87387575150301,133.316416416418
1.8858877755511,133.316416416418
1.8978997995992,133.316416416415
1.90991182364729,133.316416416415
1.92192384769539,133.316416416418
1.93393587174349,133.316416416415
1.94594789579158,133.316416416418
1.95795991983968,133.316416416418
1.96997194388778,134.623440106772
1.98198396793587,133.316416416418
1.99399599198397,133.316416416415
2.00600801603206,133.316416416415
2.01802004008016,133.31641641642
2.03003206412826,133.316416416415
2.04204408817635,134.623440106772
2.05405611222445,133.31641641642
2.06606813627254,133.316416416415
2.07808016032064,133.316416416415
2.09009218436874,133.316416416415
2.10210420841683,133.31641641642
2.11411623246493,133.316416416415
2.12612825651303,133.316416416415
2.13814028056112,134.623440106777
2.15015230460922,133.31641641641
2.16216432865731,133.31641641642
2.17417635270541,133.31641641642
2.18618837675351,133.31641641641
2.1982004008016,134.623440106777
